pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,batter_name,pitcher_name
FS,2024-07-26,86.5,-2.32,5.27,"Yates, Kirby",676391,489446,single,hit_into_play,,,,,5,Ernie Clement singles on a line drive to left fielder Wyatt Langford. Steward Berroa scores. Vladimir Guerrero Jr. to 3rd. Spencer Horwitz to 2nd.,R,R,R,TOR,TEX,X,7,line_drive,0,0,2024,-1.12,-0.14,0.1933461271953691,2.574865919700879,672642,665489,687462,2,9,Bot,80.02,126.25,,,,,8.274905371187208,-125.70094711271832,0.0566007438495044,-13.53141042593636,24.422574280591192,-33.864429346719746,3.31,1.5,145,98.6,8,86.7,1301,6.4,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.13,0.608,0.547,0.9,1,1,0,4,82,1,Split-Finger,5,5,5,5,5,6,6,5,Standard,Standard,261,0.335,0.522,67.7,7.0,0.667,-0.522,98.6,0,0,0.665,0.665,37,28,37,28,1,4,3,1,3,1,3.18,1.12,1.12,24.0,14.928215806797365,-10.598679944390437,29.1138221026916,36.36239953401625,35.20052317191011,ernie clement,kirby yates
,2024-07-26,,,,"Yates, Kirby",687462,489446,intent_walk,automatic_ball,,,,,,Kirby Yates intentionally walks Spencer Horwitz. Steward Berroa to 3rd. Vladimir Guerrero Jr. to 2nd.,R,L,R,TOR,TEX,B,,,3,0,2024,,,,,,672642,665489,2,9,Bot,,,,,,,,,,,,,,,,,,,,,744906,641680,663993,543760,680716,608369,694671,665750,666969,,,,0.4,0,0,0,,81,4,,5,5,5,5,5,5,5,5,,,,0.02,,,,,,,0,0,0.645,0.645,37,26,37,27,1,4,3,1,3,1,,,,,,,,,,spencer horwitz,kirby yates
FS,2024-07-26,87.8,-2.49,5.22,"Yates, Kirby",687462,489446,,ball,,,,,14,Ball,R,L,R,TOR,TEX,B,,,2,0,2024,-0.99,0.0,0.6895698812062403,0.9015056940236872,,672642,665489,2,9,Bot,,,,,,,9.738756151193128,-127.52294931548782,-4.34776566125865,-12.769598922651598,25.425510332480677,-31.443629278626155,3.61,1.7,,,,87.9,1428,6.4,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.13,,,,,,,,81,3,Split-Finger,5,5,5,5,5,5,5,5,Standard,Standard,259,0.016,0.08,,,,-0.08,,0,0,0.629,0.629,37,26,37,27,1,4,3,1,3,1,2.96,0.99,-0.99,20.8,,,,,,spencer horwitz,kirby yates
FS,2024-07-26,86.6,-2.56,5.24,"Yates, Kirby",687462,489446,,ball,,,,,13,Ball,R,L,R,TOR,TEX,B,,,1,0,2024,-1.08,-0.06,-1.346978310608395,1.93297609218761,,672642,665489,2,9,Bot,,,,,,,5.118033616439338,-126.11305307413578,-1.5911647938563258,-12.570451915402897,25.029207400445,-32.677309468071165,3.5,1.67,,,,86.8,1372,6.3,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.17,,,,,,,,81,2,Split-Finger,5,5,5,5,5,5,5,5,Standard,Standard,262,0.01,0.044,,,,-0.044,,0,0,0.619,0.619,37,26,37,27,1,4,3,1,3,1,3.09,1.08,-1.08,21.6,,,,,,spencer horwitz,kirby yates
FF,2024-07-26,94.5,-2.51,5.25,"Yates, Kirby",687462,489446,,ball,,,,,13,Ball,R,L,R,TOR,TEX,B,,,0,0,2024,-1.16,1.38,-0.0945493195992959,1.2256280769731525,,672642,665489,2,9,Bot,,,,,,,8.834091367404618,-137.07653003800215,-7.808111472653958,-16.548302879374436,31.171807410647883,-13.131859815155243,3.61,1.72,,,,93.9,2430,6.2,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.3,,,,,,,,81,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,226,0.005,0.026,,,,-0.026,,0,0,0.614,0.614,37,26,37,27,1,4,3,1,3,1,1.19,1.16,-1.16,24.2,,,,,,spencer horwitz,kirby yates
FF,2024-07-26,94.2,-2.52,5.35,"Yates, Kirby",643376,489446,strikeout,called_strike,,,,,7,Danny Jansen called out on strikes.,R,R,R,TOR,TEX,S,2,,2,2,2024,-1.07,1.41,-0.3527113280709708,1.650706477888305,,672642,665489,1,9,Bot,,,,,,,7.964691602289033,-136.77655863718726,-6.998837130721632,-15.190821671604972,30.230342395672423,-13.057348659119652,3.23,1.64,,,,93.9,2429,6.2,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.29,,0.0,0.0,1,0,0,,80,5,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,226,-0.086,-0.212,,,,0.212,,0,0,0.7,0.7,37,29,37,29,1,4,3,1,3,2,1.17,1.07,1.07,23.3,,,,,,danny jansen,kirby yates
FF,2024-07-26,94.0,-2.41,5.38,"Yates, Kirby",643376,489446,,ball,,,,,12,Ball,R,R,R,TOR,TEX,B,,,1,2,2024,-1.09,1.51,1.2070679153812944,2.9857929376701446,,672642,665489,1,9,Bot,,,,,,,11.726167226693882,-136.34413937054214,-3.7720037178565295,-16.250072072581542,30.69514477412068,-12.734766144280506,3.28,1.7,,,,93.4,2466,6.1,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.36,,,,,,,,80,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,225,0.014,0.035,,,,-0.035,,0,0,0.686,0.686,37,29,37,29,1,4,3,1,3,2,1.1,1.09,1.09,24.4,,,,,,danny jansen,kirby yates
FS,2024-07-26,87.0,-2.51,5.22,"Yates, Kirby",643376,489446,,foul,,,,,13,Foul,R,R,R,TOR,TEX,S,,,1,1,2024,-1.19,-0.24,-0.9829550315757638,1.014305660776305,,672642,665489,1,9,Bot,,,,,,,6.126805108388163,-126.5366269566979,-3.373104446006898,-14.107691027760312,27.93599072276698,-34.19684290422999,3.33,1.51,,,,86.8,1319,6.4,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.13,,,,,,,,80,3,Split-Finger,5,5,5,5,5,5,5,5,Standard,Standard,260,-0.019,-0.04,80.9,8.1,,0.04,,0,0,0.705,0.705,37,29,37,29,1,4,3,1,3,2,3.27,1.19,1.19,22.0,15.750283312040835,-36.198685660013815,43.81271765562243,26.873030785515336,45.83638075706932,danny jansen,kirby yates
FF,2024-07-26,93.3,-2.47,5.35,"Yates, Kirby",643376,489446,,called_strike,,,,,13,Called Strike,R,R,R,TOR,TEX,S,,,1,0,2024,-1.22,1.28,-0.8634800428017799,1.810189260157072,,672642,665489,1,9,Bot,,,,,,,6.782479852062132,-135.60457731599644,-6.0732440375625405,-16.523840924521462,32.15073426058545,-15.249850089760866,3.36,1.53,,,,92.6,2383,6.1,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.37,,,,,,,,80,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,228,-0.018,-0.054,,,,0.054,,0,0,0.723,0.723,37,29,37,29,1,4,3,1,3,2,1.36,1.22,1.22,23.2,,,,,,danny jansen,kirby yates
FS,2024-07-26,86.6,-2.47,5.24,"Yates, Kirby",643376,489446,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,TOR,TEX,B,,,0,0,2024,-1.32,-0.18,0.8185147050443025,0.3713028791412922,,672642,665489,1,9,Bot,,,,,,,10.499571122779686,-125.57739410469163,-5.002918383529249,-16.118314043287825,25.541354693155824,-33.23366729877238,3.28,1.59,,,,86.2,1509,6.3,744906,641680,663993,543760,680716,608369,694671,665750,666969,54.24,,,,,,,,80,1,Split-Finger,5,5,5,5,5,5,5,5,Infield shade,Standard,256,0.013,0.03,,,,-0.03,,0,0,0.71,0.71,37,29,37,29,1,4,3,1,3,2,3.24,1.32,1.32,22.4,,,,,,danny jansen,kirby yates
